	S1a	S1b	S1c	S2a	S2b	S2c	S3a	S3b	S3c
c828d7a3f5d34609a6a5709f0d84d82b	0	0	0	0	0	0	0	10	0
99c15ae7317e0851e86c6da0adc40216	0	0	0	0	0	0	0	0	17
535687cbb67611086ffc47b5ac1268f4	0	0	0	11	0	0	0	0	0
86e1d81ba83b22f244e03175814078b7	0	137	0	0	0	0	0	0	0
305940884a979cedbd8aefaba8fdc976	0	0	0	0	0	0	14	0	0
83474196bd13cb8c967427dea5622339	0	0	0	0	0	0	0	0	13
31ab01b4700aab4713e285f19347eeb1	0	5	0	0	0	0	0	0	0
b8322df711f120e028320114646369cb	0	0	0	0	0	0	0	2	0
f055d5ca18d9c470f6d1c664793736f4	0	0	0	0	36	0	0	0	0
80c2798e2a3a4a6a373fac0165ff602b	0	0	0	0	0	6	0	0	0
c62c1b7c553bddf9b8f0777ecaaea2f7	0	0	4	0	0	0	0	0	0
2af00a00d5ac021459561989c4feea8d	0	0	0	0	0	30	0	0	0
e75ad2ebc606a7ae3941710bfd88a037	0	21	0	0	0	0	0	0	0
f860291fd1fbe5caa4e0ab3de2442c96	0	0	0	0	0	0	12	0	0
a17f9f07b7e4620fe34909d8836d4843	0	0	0	0	0	0	0	2	0
18a0020384c83196222be632f53395f1	0	0	22	0	0	0	0	0	0
16b02ec8d09373345be213835418133f	0	0	0	26	0	0	0	0	0
a15b79daacdab412f3c8eec7bfc8c146	0	0	0	95	0	0	0	0	0
e18a781d8c561f14505aae9b9ee972ec	0	0	0	20	0	0	0	0	0
b6bf707821296a43d55a090edb536e59	0	0	15	0	0	0	0	0	0
c7cf508dae7ec1bf5ece904e231f7319	0	0	0	0	0	58	0	0	0
99130d5be5410894f8f2bc8c1917677e	0	0	0	0	0	0	0	3	0
50a36feed2868e77139744d9360bab93	0	0	0	0	0	0	3	0	0
aed4534b6eef9b0e2826cca7b18fade2	0	0	0	0	0	0	87	0	0
9354139a8a420bfbeeb61445191f517f	0	0	0	0	0	0	0	4	0
01956f563148f93cc1a371c5e5138b6b	0	0	0	0	0	0	5	0	0
13dbc7111864fa616b827713c56a0e60	0	0	0	109	0	0	0	0	0
f254918b85cd7e6aeca68b5c87e78eef	0	0	0	0	0	0	29	0	0
e5311c6017e3ff3f130195f7a703cedd	0	0	0	0	0	0	0	57	0
af599cb6da330d0b2fa04ea31547acee	0	0	27	0	0	0	0	0	0
005776dec051efb07f4738ac642b0772	0	0	0	0	0	34	0	0	0
66c76ddcf0bff8335d4ce6de40da1f94	0	0	0	4	0	0	0	0	0
c0cc2b25c55d61b3da985b325eb1477b	0	0	0	0	0	0	0	24	0
14e6104b79ed3bb96281698c06dcbaf5	75	0	0	0	0	0	0	0	0
f0fa399f7855b714cc71fe447425d5c4	0	0	0	0	0	0	8	0	0
68207db08392d9108eca94f422e72f98	22	0	0	0	0	0	0	0	0
23be82ff80600e6547936e1560ac7197	0	84	0	0	0	0	0	0	0
21d6b85c2b7db3a465847062353e6cca	0	0	0	0	0	0	0	0	3
787cfa9fce6e029f9ddcaf3defdcf0b2	0	26	0	0	0	0	0	0	0
a8c11d19afe1a593c1ec8e5715c1555b	0	0	72	0	0	0	0	0	0
967662fc16bbcb480babccbb50907536	0	0	0	0	0	0	0	13	0
a4088426287e3146e11502b2b715db3c	0	0	0	0	0	0	0	49	0
eb8440f49149adf75c8c0831e5d5908c	0	0	0	7	0	0	0	0	0
84d10272ee8e00a0386b30685b5f4021	0	0	0	0	9	0	0	0	0
63d756258c624935206d6fc949eae96b	0	0	0	0	0	0	22	0	0
76cd2e41c233ce0c1f49fa5bdf6ccb1c	0	0	64	0	0	0	0	0	0
57fd8b53327e47a6219abf6aaae9d71c	0	0	0	0	0	0	0	23	0
4f94d7d2feb6a1bdd3c61b1305102f31	0	0	0	0	0	0	3	0	0
f5e1f93d281c97e3600c737414a85baf	0	0	0	35	0	0	0	0	0
95b5e9e6d012b99e0debe4725dc9374d	0	8	0	0	0	0	0	0	0
f020a4e6ce3e0cce1c69d9965a91e789	0	0	0	0	150	0	0	0	0
e2d3d2eb873e761389536f3233b24799	0	0	0	0	0	0	3	0	0
eb4feadf05693e00e6fbb5aebd09f556	0	0	0	0	0	130	0	0	0
4e19d481690981ab773ebb87e79f6954	0	0	0	4	0	0	0	0	0
5310c0154214fe0d32937c924fb959ec	0	0	0	11	0	0	0	0	0
2c085dbf2e2859e56a2a1257c362d2e1	0	0	0	0	0	3	0	0	0
5da52ce8ebd57414518c6b94b6337c7c	0	0	9	0	0	0	0	0	0
232682b1699471bd0503183aff2d3e46	0	2	0	0	0	0	0	0	0
21a96933dbdbce0939c6227cb5e47d92	0	0	0	0	0	0	0	6	0
1411e84baab630f51788b4609a74eede	0	0	0	0	0	0	0	3	0
4205863e1b96e950ecf3220ca834807b	6	0	0	0	0	0	0	0	0
c8930f13003e8ae8a801686c5640b11c	0	0	96	0	0	0	0	0	0
5533fa474589cf7591bb006199dae1e9	0	0	0	0	0	0	0	0	39
ab7f9751fdfbc142eafc4bc5895535a2	0	0	0	0	0	0	2	0	0
936c490ea1ea403c49b71769f4f35f60	0	0	76	0	0	0	0	0	0
f48cb20ebfe765c634c4b4f7b91e33e6	0	5	0	0	0	0	0	0	0
239139dba4ece2eedd9f652ea7a5ffc0	0	0	0	0	0	0	0	45	0
1f8d6e66dab21c58f30de6b447312a1b	0	0	0	0	5	0	0	0	0
343723f9dd309c907df840748e912c1d	0	0	81	0	0	0	0	0	0
183f2ac08e26a6582c05a541bfa8e89b	0	0	0	0	0	0	0	0	37
0882cba555aecdfe1e5031b67918a1c2	0	0	0	0	0	0	0	0	35
a3aa014a379dacd5eb7c52a2c3c67f77	0	0	0	5	0	0	0	0	0
a508796c7aa0666971a2cbd85824faca	0	0	0	0	0	116	0	0	0
7e2596bfc4577561e95584271d3c4b00	0	0	3	0	0	0	0	0	0
42fc4499b95f3824407dde7662ccdbd6	0	8	0	0	0	0	0	0	0
6e14c692fafcf5ab16e82094a3d8dedb	5	0	0	0	0	0	0	0	0
6e4f4402c2a73f43ce207d1356fd472a	0	14	0	0	0	0	0	0	0
5abda5376b193b89ec6779fe50991dd5	0	0	0	0	0	0	0	0	57
928d0eaf5a4e0c8b73477f441eee02f8	0	0	4	0	0	0	0	0	0
9e837acbb42754b7ba67029b774f4c0c	0	0	0	0	0	0	0	2	0
11860c4c9c308c6fb10376d50676b898	0	0	0	0	21	0	0	0	0
9e9605b1e8834486f2ca4e60071ce2d1	46	0	81	0	0	0	86	0	0
0fd97648fad43e7a353370e073480b2a	0	0	0	5	0	0	0	0	0
37f812de1ca37199087d4fd99a2ae514	0	0	0	107	0	0	0	0	0
01a98c10cb68a5f74189de4238f69a33	0	83	0	0	0	0	0	0	0
387b985e84f36260f8d35b64c556a249	0	0	0	0	0	0	0	2	0
05dc7a20f51033380b3bc67af6e9117d	0	0	0	0	0	0	54	0	0
f7c4afe792907086f1ff906164bdeacc	0	0	0	0	0	0	9	0	0
3fa05f7ea51613a4533cbf97a798545a	0	0	0	0	0	43	0	0	0
87b5dfdf00f59b360ed50a249f0932aa	0	0	45	0	0	0	0	0	0
33ab6e29c0b7ffce49bb80f4e7c91157	0	0	0	58	66	0	0	0	0
f45fc0bb5477a28d641834a4ce181cd7	2	0	0	0	0	0	0	0	0
73a83ffaf133767e99ba8851d8899156	0	0	0	0	0	0	14	0	0
59a4b65a653ef71f06d695ac2664704a	3	0	0	0	0	0	0	0	0
af997c6e0d822ab4a843bccd1a0b7fad	6	0	0	0	0	0	0	0	0
5b75fe4c33406691ca1e0c1d1aa65f22	0	0	0	0	0	0	10	0	0
ea8e7963c9416ba6d0b8c8be957a4905	0	0	0	0	0	0	0	23	0
c14ed86135de4477ce45fa5b597150be	0	0	0	0	0	0	0	64	0
c98614acead0fdd8057ba7d1b31b2c20	0	0	0	9	0	0	0	0	0
3b663c71c77862cf19770af4abc45de2	0	0	0	0	0	27	0	0	0
86d10d683eb3ab4c5c4472005ad5c588	0	0	0	0	0	61	0	0	0
113ae0f7267126e4bc5572b7096b7425	0	0	0	0	3	0	0	0	0
a19f411c014681936f437adbb2f26db0	0	0	0	0	0	63	0	0	0
83725064ebd3c11bda56c3dd67f6448b	0	0	10	0	0	0	0	0	0
ca6f67f83f82adb8180d7afb13c9b641	0	34	0	0	0	0	0	0	0
c68894309b25a19b2b5c014f5b28a860	0	2	0	0	0	0	0	0	0
b02daa83618932dbc3a5e43dfcaa07fe	0	0	0	0	3	0	0	0	0
40cfe47edbc846461dd313fc7716910b	0	0	57	0	0	0	0	0	0
c662a8a60690035532fc93a11a356918	0	0	0	0	0	0	14	0	0
b9e23196a1ec3e38a2661b60fdd26b0d	3	0	0	0	0	0	3	0	2
5dc99b52bec39d52ee8eff7c80825030	0	146	0	0	0	0	0	0	0
a53eeb6ae3ed34088442487ab1c9337c	0	0	0	0	0	0	0	90	0
f88b827c4c5c128ee552018c67e51ed0	0	0	0	30	0	0	0	0	0
3ea97b8820dff62b8f3a9b372edac0ad	0	0	0	0	2	0	0	0	0
22dfd0287442d8c55534d17d77395851	0	0	0	11	0	0	0	0	0
ca8f5d3c1ac142ba8674ef1ea3c660c1	0	0	0	0	0	0	2	0	0
e96db55d3af30184578a5586ba354f21	0	0	0	0	0	0	0	4	0
1417e2c2f16d21a90cdb351404102ef3	0	33	0	0	0	0	0	0	0
7bfb3d86859f31178596c6fdf50323c6	0	0	0	0	0	0	9	0	0
d10acc1758976d8822ed1409685320de	0	0	0	0	0	20	0	0	0
f0a5564cecf35161778fa870c8b33ce7	0	29	0	0	0	0	0	0	0
34c3e46412d237780781254bf1bfc86e	0	0	0	3	0	0	0	0	0
f4c04b1dbbe46e353c74d93deb78014b	0	0	0	0	28	0	0	0	0
6caa38890dd0495bc35531442c6b09f5	51	0	0	0	0	0	0	0	0
f79da8d48a738280c1224515ff8039c2	0	0	0	0	0	0	0	0	96
6b03f110416e5ec7f88a16c04f64bc66	0	0	0	0	0	0	3	0	0
403f6347916d517bfa0d726812a8eca7	0	0	15	0	0	0	0	0	0
3a22472bf658f3d955b859d3d930ff4b	0	0	0	0	0	25	0	0	0
a9f5246ac4d9a1e718ab8543a9cbf74b	0	0	0	0	0	0	6	0	0
bde2ca1149f6ba7043dc5c07fd302464	0	59	0	0	0	0	0	0	0
6c372028611a4da3accfb0e1a788c630	0	159	0	0	0	0	0	0	149
b7d1d628affa73ed7f34cd5d0f7a5c2a	0	0	0	0	7	0	0	0	0
627f0445a28140fe1df1117056b10782	0	0	81	0	0	0	0	0	0
d04e10f14132fc07dc7c9d2f8a0f468f	0	0	88	0	0	0	0	0	0
f71b1122814c55ed2a8d97d3a2460dd1	0	0	0	0	0	0	0	0	32
8ae167fd69c0f56caa61a9c0fa995d54	0	135	0	0	0	0	0	0	0
7a4731ce2124b276ef4d67e7d53438fb	0	0	85	0	26	0	0	0	0
718bf84161abd9e144a090a265a6bb8c	0	0	0	0	0	0	0	24	0
d3e2dad3be7119155a08acbb13d0aac8	0	0	0	0	0	0	0	7	0
dd85ec82319ead5ac72529e122aaf43a	0	0	0	22	0	0	0	0	0
33e507944983efaf290e0d1bf9604f93	0	5	0	0	0	0	0	0	0
977a060cbaaa2464ba725ac4bc9501ee	0	7	0	0	0	0	0	0	0
6e107daebfbf9f99b00459d5635095b7	0	0	0	0	0	18	0	0	0
68cf193ace81c2e9450c70abf5b0ce8a	0	0	0	64	0	0	0	0	0
459a04a1546372926c1c5921159a136e	0	93	0	0	0	0	0	0	0
fbb0f135eaaf42dada02b060b68a0801	0	0	0	0	0	0	0	2	0
79b4ba10718e59dba9bcd6d9c7f73ae4	0	0	0	0	120	0	0	0	0
39c6cc3b50b47ab9aaaf2e5d04bd639f	0	0	0	0	0	0	0	18	0
205e2952e8d48b408713f4eb2ee27555	0	0	0	0	0	0	0	2	0
e853ef9e51429b5f5000228a1626a1b8	0	0	0	0	0	16	0	0	0
78eeb5c146f8fc66480a5c4525bc67f5	0	0	0	0	0	0	0	185	0
c54c4f98fc83e006ff969101e1e7fda0	0	30	0	0	0	0	0	0	0
3275737e0e71b5c369139a131d261ed2	0	16	0	0	0	0	0	0	0
315b2be2fe9d918b3b19b010d6e7da97	0	0	0	0	0	0	0	0	9
f79f7cef26e612af891b0bed46ed4764	0	0	0	0	0	0	3	0	0
405c63c35e6faef6fb34a3e00496c08a	0	0	0	0	0	0	7	0	0
d949ce3948d2621f1cfe530df7fbef47	0	0	0	0	4	0	0	0	0
29a33903582592da45c16a13e8004366	0	3	0	0	0	0	0	0	0
ba7f3742a38351293fb8dcc5757992c4	0	0	0	0	0	0	2	0	0
18a9fda2732ada6403fdcb6d1fffcd12	12	0	0	0	0	0	0	0	0
1710cea751a5f29d2676256c3427b139	0	0	0	0	0	9	0	0	0
334448c1d7fc1630ae05790a6d5a7574	0	42	0	0	0	0	0	0	0
ee896359cea595b21f1d297fa698997c	0	0	2	0	0	0	0	0	0
5d9f5615c24106b8ffe0b389183e216e	0	0	0	0	0	35	0	0	0
d2f49de66597b27a0743eca09a9e0cde	0	0	0	0	0	0	0	0	8
5d3fef693325aa8b291d6bf0e814f4cc	0	0	0	48	0	0	0	0	0
e8bd05af96eb5e41cb2f452b167f6689	0	0	0	0	0	0	31	0	0
daba061236ae21a4e389b5892dfe39e5	0	0	0	0	0	0	12	0	0
8f697e4a46f2bfc653bf25af8a291e06	0	0	7	0	0	0	0	0	0
fa94aad975ea13d5b0ce8c31f737a202	0	0	0	0	0	0	0	12	0
08281f9bbb8272defe033f76fe307319	0	0	0	0	0	0	5	0	0
810d9968ebcc3177e7f1b25922d54d44	0	0	0	0	0	81	0	0	0
f94a7f05077a3935b574340625dce67f	0	0	0	0	0	4	0	0	0
1d7ada8525ec4e7c24c4a3e407155bf7	0	0	0	0	0	0	33	0	0
b27dd8b96fd6471fad29be2ffbfd6dba	0	2	0	0	0	0	0	0	0
bc6e7bc83988784782110135db9dd563	0	24	0	0	0	0	0	0	0
6f2c6163f6d886d5d74104e91a100c5e	0	0	0	0	0	0	0	0	34
1d63a0226081d9135bce7cb12a4d1491	0	0	0	9	0	0	0	0	0
5ee06dbe72326be4e71f4d62ad15a035	21	0	0	0	0	0	0	0	0
1db7034145e67dbde4a986729427a4b2	0	0	0	0	48	0	0	0	0
cf35fc496f3bc3a9c373d47ce19ad394	55	0	0	0	0	0	0	0	0
956bcd25872ad2a8340a4763637c6f8a	0	0	0	18	0	0	0	0	0
2411372f0a6e9a1c919943f577d5e784	0	0	0	0	0	0	0	0	56
f16a9864b104001ab0a91bcfd8c267ea	0	0	0	0	0	0	0	0	16
754f4b6a689e4f062784c7edf7e4be85	0	0	0	0	0	0	0	5	0
b2d439d5534e91f4e381ac60e1baee96	0	0	0	0	0	62	0	0	0
74fb9d811e46e16fcbd7c63741657925	60	0	0	0	0	0	0	0	0
4bb49f01ff737dfb839f90af7f604dc3	0	0	0	0	22	0	0	0	0
3ca18ce119c09ad7194e1e97b199a566	17	0	0	0	0	0	0	0	0
73aecdfda43ec458bb771f745950b5db	0	0	0	11	0	0	0	0	0
49757b17281f8c506f06f842b4c5866c	5	0	0	0	0	0	0	0	0
e1135fb923361e2a37492b6c35e8d42c	0	0	0	0	98	0	78	0	0
45c868f91ede87a7420638c5d81984ba	0	0	3	0	0	0	0	0	0
8bb62e445fda8f057d2ffccbce59f712	3	0	0	0	0	0	0	0	0
b61a5d57fb0d312763f1f05434b15f6c	0	0	0	0	0	5	0	0	0
f3c48dd931368120675815ac9df77f2c	0	0	4	0	0	0	0	0	0
0d0329a1f34fcef1b3a37f013b37d863	0	3	0	0	0	0	0	0	0
e531da486ae762e72a64b273f589aaa3	15	0	0	0	0	0	0	0	0
8b7d1ad0c606dbe6d37cb95d5e4f1f04	87	0	0	0	0	0	0	0	0
1e65a8cf80b35779555108b6cc387401	0	0	0	0	0	56	0	0	0
f57fc5bd0b529547e8564be34a49370e	0	0	0	0	0	0	41	0	0
a861a3bfb03fe8b513dfa520acc75f7e	0	40	0	0	0	0	0	0	0
3396adcf67dcca496b7789d84e003286	0	0	0	8	0	0	0	0	0
1ccda244fc8e75dda8e7c0be26ea1f4a	0	0	0	0	0	17	0	0	0
ff4ae3820bd1ddd1a57ae1ccff17437f	0	0	0	0	50	0	0	0	0
1c99ab1c54d7270646cba68785495599	0	7	0	0	0	0	0	0	0
cc59c611947f6a00c106633e837b4e86	0	0	0	0	0	10	0	0	0
dbc62e368c939726959f061722517c69	0	0	0	0	0	0	0	0	7
b93139e79753d8871d45d558796e6413	0	3	0	0	0	0	0	0	0
397753352b0d1df0f7dc55f1264de667	0	0	0	0	0	0	10	0	0
a893a1a4504c0b58b67f684bb8d2dff1	0	0	0	0	0	0	0	11	0
6c387c150b7575fec683e16464f76c30	0	29	0	0	0	0	0	0	0
86dd0e7fe746c6e5a2f917cbe8055aa2	0	0	0	0	0	0	0	8	0
aeb81f5c264929bc3e7b704a7ddc9ce9	0	0	0	30	0	0	0	0	0
bf0db066c2ba4fcb6594b26b61b0b5ff	0	0	0	0	0	0	30	0	0
d055fa48290e7948727b3f8ac77635d9	0	62	0	0	0	0	0	0	0
e34a916bbe99025eb7f03d7bf8b915cc	0	0	0	0	0	0	0	0	20
29d5c520089546b2a24fa441aa0be8f4	0	0	0	0	0	0	0	0	61
2a6aceab9a15b5d936dd36e8252d2882	7	0	0	0	0	0	0	0	0
c4e81cd0199e1f0d794fb85670ea5032	5	0	0	0	0	0	0	0	0
22dbd9730c83fe1cb61307f5e6d7723b	0	0	0	0	0	0	0	7	0
92984317949858a6b1cf8f277126a56b	0	0	0	0	0	0	0	0	22
365dfad67dfe13464317ff6bc53618a0	0	0	0	0	0	0	0	0	31
851c064fa3639fe5b0ead2c01b0a4cf8	0	0	0	0	0	0	0	26	0
0f0f6f551b05082e8d49f1b80b8709cc	0	0	0	0	13	0	0	0	0
bc57748f6248838afaae694e95bc73fa	0	0	18	0	0	0	0	0	0
a876579a07d35968152517d34f9aa338	0	7	0	0	0	0	0	0	0
3446f03f4487ae83462e8b7c2b2e88b1	0	0	0	0	0	0	0	39	0
1851ff3f3ac97c8ff85782174fdf1ada	0	0	0	0	61	0	0	0	0
a9de06987e5035bafbfc3e978a4f3390	0	0	57	0	0	0	0	0	0
69a695b685023eb1083a91362617206f	0	0	0	0	0	0	0	0	2
2e04b7a3836608087a2408e9a98bcff3	0	0	0	0	0	0	0	0	7
a85e5205435e9e609f033b1a1f03f3fa	0	17	0	0	0	0	0	0	0
d41f04e1bd469764a71e8a8c99127e69	0	0	0	2	0	0	0	0	0
1bbb211ce6b48d0a95090359f5f0af2e	0	99	0	0	0	0	0	98	0
35d7ad6f4f85725172dc2d2055f7164b	28	0	0	0	0	0	0	0	0
601266b6be158f603c06322092cc7493	0	0	0	0	48	0	0	0	0
6d122c0ffb25d5baa8a78715afdc8ed8	0	0	0	0	0	0	0	0	8
0c199026eaa96e87b7eaeb1681af9250	0	0	0	0	0	0	0	7	0
64824023d7550ac14a2a686fd1931757	0	0	0	0	0	0	0	10	0
03c760fdb7b7b98b8907604a285a7c61	0	23	0	0	0	0	0	0	0
8c601789f96a0ff34ec46dc4b8ffdceb	0	0	0	0	0	0	4	0	0
e9575632151a19f51b2de7315064a27b	4	0	0	0	0	0	0	0	0
0a30309c13131dace9f836ac76332267	0	47	0	0	0	0	0	0	0
d9175ec4173e858bccc753903dc19f9a	0	0	0	0	0	0	0	2	0
fa6434230753b76268a913f587fa7c3e	0	4	0	0	0	0	0	0	0
69568c7483c70386cf842f99377fdddf	0	56	0	0	0	0	0	0	0
44a09dd70036c814c4fadbba08f31726	0	0	0	0	0	0	0	0	37
8abfba07955fc234c244d3a98463e2e7	0	0	0	0	0	0	0	0	38
380187b862f949e98228dddb4efa3bef	0	0	69	0	0	0	0	0	0
5192644eb1484571f2d17665a4c25fd4	0	0	30	0	0	0	0	0	0
4567d31b6512d0b9a27b6b2aa173b108	0	0	0	0	0	0	0	50	0
6721c19ed136208d7ef0a7483666d389	0	0	0	0	0	0	0	4	0
38ff0fc3ce4ebef0333409100187872c	0	0	0	0	0	0	39	0	0
23eaa811d1a93feac8b84f0ad13dd073	0	0	0	0	0	4	0	0	0
3548b713b474465d2468e99d97b22b80	0	0	0	0	0	0	0	0	14
4d4b99d61502d8061ae5e05b96bd341a	0	0	0	12	0	0	0	0	0
70701cb78aef911a51e7c51f9fd8f684	0	0	0	0	0	0	0	0	11
8944a4aeaec0cf95369a53ddab3ef30d	0	0	0	0	0	52	0	0	0
107eacd6f9ad6f3c4792ea9b9a10df03	0	0	0	0	35	0	0	0	0
ee186b65206632a38e83cb68f5b8b6d5	0	0	0	12	0	0	0	0	0
1529f1173dc4548a91b30512d65046b3	0	0	0	0	0	0	0	0	6
8e08a92574ac56d710c863fa93c48238	0	0	0	0	0	0	0	5	0
51c264956d29c9d58c0c33258e85e6bd	0	0	0	0	0	0	96	0	0
90024d6d1faa7d4a2d7f01a87cbf1cef	0	0	0	0	0	13	0	0	0
16a3523a17bb2187187f347601fa5b61	0	0	0	0	0	0	61	0	0
b297f4a1c39f23630422522d9aaa67b6	0	0	0	0	8	0	0	0	0
ab065eaf548f0a3962bc0d91d11d7a47	0	0	0	3	0	0	0	0	0
95bed8ddccd01239d23e82529e4f19bd	0	0	0	30	0	0	0	0	0
0b1a0b1be5e9e29e95f9f9b9f2a52eed	0	40	0	0	0	0	0	0	0
46d2862b1363eba5704c22a7c6d667f6	0	0	0	0	8	0	0	0	0
ccba31fdbe34ca9de1f13a873edf9b1e	0	0	0	0	0	88	0	0	0
51e7fdbb68c17c495c702aece46d2bb5	0	0	5	0	0	0	0	0	0
b59ff5fcb9e1671f177152d69ab62eb8	0	0	0	0	0	0	0	0	23
b30ee5eb88a6eb83e9f2c88d462c37e2	0	36	0	0	0	0	0	0	0
bb0f4e91ba1b6e1140423b5da4e02829	0	0	0	0	70	0	0	0	0
4598c1b70e8feb2b278e635851ae7693	0	13	0	0	0	0	0	0	0
043556fc37925f95aceda2d5563a538d	0	0	0	0	0	0	76	0	0
1594f1e761a4e79dad447980ef3fd13b	0	0	0	27	0	0	0	0	0
9d1b1511021cfa48a4805d7e9977045a	0	3	0	0	0	0	0	0	0
fc53b7c6f39f10938c58d6a63953567a	0	0	0	0	29	0	0	0	0
73b91c755f858b49ab626f7308d3033b	0	0	0	0	13	0	0	0	0
71b2be640196c2721bfcf15e1ff1c8d5	0	0	0	0	0	0	0	0	20
eea1636404915b490748525f56d5870e	0	0	0	106	0	0	0	0	0
8f4eb9e61c98811211d82ff80f97eb13	0	0	0	0	0	0	0	13	0
ba772aad8b2cd37404e67c0199654685	0	0	0	0	0	0	0	0	8
f2a3498d11da23f865dff685dfda5ce2	0	0	0	0	19	0	0	0	0
b149e83faa2dfec9e9ee6bc146df5277	0	0	0	0	0	100	0	0	0
e8137b35fb091ee2b0b9232018274529	11	0	0	0	0	0	0	0	0
d0bce4309662c5330dfd2d4e3fd9ed71	0	0	0	0	0	0	3	0	0
7f542be8e406ce190c7a458ef3bc1724	35	0	0	0	0	0	0	0	0
c7d400de99f6c3f6ab4fe798e7657a8e	0	4	0	0	0	0	0	0	0
b28ab553aa13a7f0c07cd46fb6055a19	0	0	0	0	0	26	0	0	0
5f911ad9e32bf70d55555ee9c2e5c667	0	0	0	0	0	0	0	5	0
fda9d2919daa3a3b59396125c698b532	0	0	2	0	0	0	0	0	0
15e6e19b08d0b8d138454c961dd7c9c9	0	0	0	0	0	0	6	0	0
b93de42a5ecf20e3d4ce7e824428d094	0	0	0	0	0	0	2	0	0
680e8342922c846324298864fb3588cd	0	0	0	0	0	66	0	0	0
50eeaef0cb1cf2d2cb292c3e71620c5d	3	0	0	0	0	0	0	0	0
21dbbd65c226a9c02d20b484138ecab4	0	0	4	0	0	0	0	0	0
1e819bfaf086ca5be78c725d153b07b0	0	0	0	14	0	0	0	0	0
6db0a48c6e28b6a83438e2d17ada1d0d	0	0	0	0	0	0	12	0	0
8039034714c5de634e1be6a07c9139d8	0	9	0	0	0	0	0	0	0
2efc6ae791a287c9cbddf7a16bf5fb02	0	0	0	0	0	0	59	0	0
52a98f1ad95c0991986ff1cebecee89b	0	0	2	0	0	0	0	0	0
a6fd0571b57ddd0054e85c6bd67e8233	0	0	43	0	0	0	0	0	0
a9092127932d5296e390d0fa027bdfac	0	0	0	0	8	0	0	0	0
569b1612f9d5527967ee9dd127465cd5	0	0	0	0	0	3	0	0	0
0f50b8375a29e90e0d8d418c3c7252ce	0	0	0	0	0	0	91	0	0
4f09b7b96d4101931a7b864fc5d3ea46	0	0	0	0	0	0	0	0	29
3fd1f962f926e0e2a03f4d24ccb38c7b	0	0	0	0	0	0	28	0	0
22af1b7ae236fa5b97608fcde842bd93	0	0	0	0	0	0	27	0	0
8e34d4b50c155ac5f63168118f16b997	3	0	0	0	0	0	0	0	0
0ec2462725f11cf24f56917630ff980d	0	0	0	0	0	53	0	0	0
d3c55635674ebbc7c7e4108a4516f141	0	3	0	0	0	0	0	0	0
b7e846dfc262760f1c94eed4f39d51ad	5	0	0	0	0	0	0	0	0
4fcfe9c12a1cbebd487eb1c92d41da81	0	0	0	0	18	0	0	0	0
3371d5dc16d9aa077ec01cbfc05a3647	9	0	0	0	0	0	0	0	0
5d45952c790e96f6fbd9ce8f515484aa	63	0	0	0	0	0	0	0	0
dcf244692d4d43f177bf02999c7ec618	0	0	32	0	0	0	0	0	0
41129371dd0e11398945c30cc21f93d3	0	0	0	0	0	0	0	0	3
0ce9b1f9b9e020079d139e15837e6f5c	0	0	0	0	0	6	0	0	0
0e34fbbd7b77ab0fd8c38903b6f12f3d	0	0	0	0	0	0	0	12	0
e61137e05c12e101dbed5a3bbd09e01f	0	7	0	0	0	0	0	0	0
875938c136680c9ee49e8d7f8a16eff7	0	0	0	7	0	0	0	0	0
dd6be03817bffbb1fc3f2af264d2afdc	0	0	0	0	0	0	0	0	24
1d08bbadf609677960ef289151da12f7	8	0	0	0	0	0	0	0	0
839b1f29a56b2f5575d9429984cc628d	0	0	0	49	0	0	0	0	0
2cf8e08ba42b79525228287bbc928830	46	0	0	0	0	0	0	0	0
a9114ca3136a53876a88045842d34d34	0	3	0	0	0	0	0	0	0
926dfffbfde3034faf5629c74e652256	0	0	0	0	0	0	0	0	44
9563e9cbaa57e2b0cc1d98cb6f2afbf8	0	0	25	0	0	0	0	0	0
cceecb558a1e3d5bba35ee86b2220cca	0	0	0	0	0	5	0	0	0
a9cb3c3746068598013e392540a939c5	0	0	0	0	0	78	0	0	0
b34677392817b6a2f3f142617942dead	0	0	0	9	0	0	0	0	0
ec1af6c261c4c674b62ea0196bcd1fd1	0	0	0	60	0	0	0	0	0
9ebe76723342c38925aff12a2c7fcd18	0	0	0	0	0	0	36	0	0
95e7bc29b2524bf87dff58a0d7c02280	3	0	0	0	0	0	0	0	0
b988f60361af90a9667939b97e762feb	0	0	0	0	0	0	0	0	7
fb5ad460c21e73ed027fa9901ef6a808	0	6	0	0	0	0	0	0	0
5026b7a3d0e8818207be08bed1283a73	0	0	0	0	0	9	0	0	0
913e6c21efd5da43ae4ed462ac2d0424	0	0	0	0	0	0	23	0	0
1bdfc507a4775e340bc357e1e3cc8921	0	0	0	0	0	0	0	0	66
cb8d05b1334456af53937cd41bb19d3a	0	0	2	0	0	0	0	0	0
30b35ed47d5e18249a705afc2a210a74	14	0	0	0	0	0	0	0	0
ad06beacae737573b35a9d646a645b1f	0	0	101	0	0	0	0	0	0
0811d146ad2d5e620a3af5ec7ca72112	0	0	0	0	0	0	0	3	0
6d1abffa80b18acddee793e1fd5fcdde	30	0	0	0	0	0	0	0	0
38a4a340e76db4b32f629ce78b36b7c2	0	0	0	0	0	0	0	57	0
